variable,dummyVariable,toType,databaseStart,variableStart,fromType,recTo,numValidCat,catLabel,catLabelLong,units,recFrom,catStartLabel,variableStartShortLabel,variableStartLabel,notes
HWTGWTK,N/A,cont,cchs-82M0013-E-2003-c2-1-General File,cchs-82M0013-E-2003-c2-1-General File::HWTCGWTK,cont,NA::b,N/A,missing,missing,kg,997:999,don't know (997); refusal (998); not stated (999),Weight,"Weight - kilograms (D, G)",
HWTGWTK,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::HWTAGWTK, cchs-82M0013-E-2003-c2-1-General File::HWTCGWTK, cchs-82M0013-E-2005-c3-1-main-file::HWTEGWTK, [HWTGWTK]",cont,NA::b,N/A,else,else,kg,else,else,Weight,"Weight - kilograms (D, G)",
HWTGBMI,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::HWTAGBMI, cchs-82M0013-E-2003-c2-1-General File::HWTCGBMI, cchs-82M0013-E-2005-c3-1-main-file::HWTEGBMI, [HWTGBMI]",cont,copy,N/A,BMI,Body Mass Index,kg/m2,11.91:57.9,"BMI / self-report - (D,G)",BMI,"BMI / self-report - (D,G)",CCHS 2001 restricts BMI to ages 20-64
HWTGBMI,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::HWTAGBMI, cchs-82M0013-E-2003-c2-1-General File::HWTCGBMI",cont,NA::a,N/A,not applicable,not applicable,kg/m2,999.6,Not applicable,BMI,"BMI / self-report - (D,G)","CCHS 2001 and 2003 codes not applicable and missing variables as 999.6 and 999.7-999.9 respectively, while CCHS 2005 onwards codes not applicable and missing variables as 999.96 and 999.7-999.99 respectively"
HWTGBMI,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::HWTAGBMI, cchs-82M0013-E-2003-c2-1-General File::HWTCGBMI",cont,NA::b,N/A,missing,missing,kg/m2,999.7:999.9,don't know (999.7); refusal (999.8); not stated (999.9),BMI,"BMI / self-report - (D,G)",Don't know (999.7) and refusal (999.8) not included in 2001 CCHS
HWTGBMI,N/A,cont,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::HWTEGBMI, [HWTGBMI]",cont,NA::a,N/A,not applicable,not applicable,kg/m2,999.96,Not applicable,BMI,"BMI / self-report - (D,G)",
HWTGBMI,N/A,cont,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::HWTEGBMI, [HWTGBMI]",cont,NA::b,N/A,missing,missing,kg/m2,999.97:999.99,don't know (999.97); refusal (999.98); not stated (999.99),BMI,"BMI / self-report - (D,G)",
HWTGBMI,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::HWTAGBMI, cchs-82M0013-E-2003-c2-1-General File::HWTCGBMI, cchs-82M0013-E-2005-c3-1-main-file::HWTEGBMI, [HWTGBMI]",cont,NA::b,N/A,else,else,kg/m2,else,else,BMI,"BMI / self-report - (D,G)",
SMKDSTY,SMKDSTY_cat6_1,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,1,6,Daily,Daily smoker,N/A,1:1,Daily,Smoke status,Type of smoker - (D),
SMKDSTY,SMKDSTY_cat6_2,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,2,6,Occassional (former daily),Former daily current occasional smoker,N/A,2:2,Occassional,Smoke status,Type of smoker - (D),
SMKDSTY,SMKDSTY_cat6_3,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,3,6,Always occassional,Never daily current occasional smoker,N/A,3:3,Always occassional,Smoke status,Type of smoker - (D),
SMKDSTY,SMKDSTY_cat6_4,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,4,6,Former daily,Former daily current nonsmoker,N/A,4:4,Former daily,Smoke status,Type of smoker - (D),
SMKDSTY,SMKDSTY_cat6_5,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,5,6,Former occasional,Never daily current nonsmoker (former occasional),N/A,5:5,Former occasional,Smoke status,Type of smoker - (D),
SMKDSTY,SMKDSTY_cat6_6,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,6,6,Never smoked,Never smoked,N/A,6:6,Never smoked,Smoke status,Type of smoker - (D),
SMKDSTY,SMKDSTY_cat6_NA::a,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,NA::a,6,not applicable,not applicable,N/A,96,not applicable,Smoke status,Type of smoker - (D),
SMKDSTY,SMKDSTY_cat6_NA::b,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,NA::b,6,missing,missing,N/A,97:99,don't know (97); refusal (98); not stated (99),Smoke status,Type of smoker - (D),
SMKDSTY,SMKDSTY_cat6_NA::b,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::SMKADSTY, cchs-82M0013-E-2003-c2-1-General File::SMKCDSTY, cchs-82M0013-E-2005-c3-1-main-file::SMKEDSTY, [SMKDSTY]",cat,NA::b,6,else,else,N/A,else,else,Smoke status,Type of smoker - (D),
SMKG01C_A,SMKG01C_A_cat10_1,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,1,10,5 To 11 Years,age smoked first whole cigarette (5 to 11),years,1,5 To 11 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_2,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,2,10,12 To 14 Years,age smoked first whole cigarette (12 to 14),years,2,12 To 14 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_3,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,3,10,15 To 19 Years,age smoked first whole cigarette (18 to 19),years,3,15 To 19 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_4,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,4,10,20 To 24 Years,age smoked first whole cigarette (20 to 24),years,4,20 To 24 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_5,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,5,10,25 To 29 Years,age smoked first whole cigarette (25 to 29),years,5,25 To 29 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_6,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,6,10,30 To 34 Years,age smoked first whole cigarette (30 to 34),years,6,30 To 34 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_7,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,7,10,35 To 39 Years,age smoked first whole cigarette (35 to 39),years,7,35 To 39 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_8,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,8,10,40 To 44 Years,age smoked first whole cigarette (40 to 44),years,8,40 To 44 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_9,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,9,10,45 To 49 Years,age smoked first whole cigarette (45 to 49),years,9,45 To 49 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_10,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,10,10,50 Years or more,age smoked first whole cigarette (50 plus),years,10,50 Years or more,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_NA::a,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,NA::a,10,not applicable,not applicable,years,96,not applicable,agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_NA::b,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,NA::b,10,missing,missing,years,97:99,don't know (97); refusal (98); not stated (99),agec1,Age smoked first whole cigarette - (G),
SMKG01C_A,SMKG01C_A_cat10_NA::b,cat,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,NA::b,10,else,else,years,else,else,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_1,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,1,11,5 To 11 Years,age smoked first whole cigarette (5 to 11),years,1,5 To 11 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_2,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,2,11,12 To 14 Years,age smoked first whole cigarette (12 to 14),years,2,12 To 14 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_3,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,3,11,15 To 17 Years,age smoked first whole cigarette (15 to 17),years,3,15 To 17 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_4,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,4,11,18 To 19 Years,age smoked first whole cigarette (18 to 19),years,4,18 To 19 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_5,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,5,11,20 To 24 Years,age smoked first whole cigarette (20 to 24),years,5,20 To 24 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_6,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,6,11,25 To 29 Years,age smoked first whole cigarette (25 to 29),years,6,25 To 29 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_7,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,7,11,30 To 34 Years,age smoked first whole cigarette (30 to 34),years,7,30 To 34 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_8,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,8,11,35 To 39 Years,age smoked first whole cigarette (35 to 39),years,8,35 To 39 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_9,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,9,11,40 To 44 Years,age smoked first whole cigarette (40 to 44),years,9,40 To 44 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_10,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,10,11,45 To 49 Years,age smoked first whole cigarette (45 to 49),years,10,45 To 49 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_11,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,11,11,50 Years or more,age smoked first whole cigarette (50 plus),years,11,50 Years or more,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat10_NA::a,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,NA::a,10,not applicable,not applicable,years,96,not applicable,agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat10_NA::b,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,NA::b,10,missing,missing,years,97:99,don't know (97); refusal (98); not stated (99),agec1,Age smoked first whole cigarette - (G),
SMKG01C_B,SMKG01C_B_cat11_NA::b,cat,"cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2005-c3-1-main-file::SMKEG01C, [SMKG01C]",cat,NA::b,11,else,else,years,else,else,agec1,Age smoked first whole cigarette - (G),
SMKG01C_cont,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,8,N/A,agec1,converted categorical age smoked first whole cigarette (5 to 11),years,1,5 To 11 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_cont,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,13,N/A,agec1,converted categorical age smoked first whole cigarette (12 to 14),years,2,12 To 14 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_cont,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,17,N/A,agec1,converted categorical age smoked first whole cigarette (18 to 19),years,3,15 To 19 Years,agec1,Age smoked first whole cigarette - (G),
SMKG01C_cont,N/A,cont,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File","cchs-82M0013-E-2001-c1-1-general-file::SMKAG01C, cchs-82M0013-E-2003-c2-1-General File::SMKCG01C",cat,22,N/A,agec1,converted categorical age smoked first whole cigarette (20 to 24),years,4,20 To 24 Years,agec1,Age smoked first whole cigarette - (G),
